upazila,district,latitude,longitude,network_type,signal_strength,accuracy,created_at
Nagarkanda,Faridpur,23.4153,89.8917,Wi-Fi,Low,6,6/26/2025 23:32
Sadarpur,Faridpur,23.4764,90.0333,Wi-Fi,Low,7,6/26/2025 23:49
Saltha,Faridpur,23.41,89.83,3G/2G,Moderate,9,6/26/2025 23:51
Gazipur Sadar,Gazipur,24,90.425,3G/2G,Moderate,9,6/26/2025 23:53
Kaliakoir,Gazipur,24.075,90.2167,3G/2G,Good,1,6/26/2025 23:54
Kaligonj,Gazipur,23.925,90.5667,3G/2G,Low,10,6/26/2025 23:55
Kapasia,Gazipur,24.15,90.61,3G/2G,Low,7,6/26/2025 23:58
Sreepur,Gazipur,24.2,90.4667,3G/2G,Moderate,3,6/26/2025 23:59
Gopalganj Sadar,Gopalganj,23.0167,89.8333,Wi-Fi,Low,3,6/27/2025 0:01
Kasiani,Gopalganj,23.2167,89.7,3G/2G,Low,10,6/27/2025 0:27
Kotalipara,Gopalganj,22.9833,89.9917,3G/2G,Good,7,6/27/2025 0:44
Muksudpur,Gopalganj,23.3167,89.8667,3G/2G,Low,9,6/27/2025 0:46
Tungipara,Gopalganj,22.9,89.8833,3G/2G,Low,10,6/27/2025 0:47
Austagram,Kishoreganj,24.2667,91.125,3G/2G,Good,1,6/27/2025 0:47
Bajitpur,Kishoreganj,24.2167,90.9583,3G/2G,Moderate,2,6/27/2025 0:50
Bhairab,Kishoreganj,24.05,90.98333333,3G/2G,Moderate,6,6/27/2025 0:55
Hossainpur,Kishoreganj,24.4167,90.65,3G/2G,Good,8,6/27/2025 1:07
Itna,Kishoreganj,24.5333,91.0833,3G/2G,Moderate,5,6/27/2025 1:23
Karimganj,Kishoreganj,24.4583,90.8833,3G/2G,Low,4,6/27/2025 1:24
Katiadi,Kishoreganj,24.25,90.7917,Wi-Fi,Low,10,6/27/2025 1:27
Kishoreganj Sadar,Kishoreganj,24.4333,90.7833,3G/2G,Moderate,5,6/27/2025 1:37
Kuliarchar,Kishoreganj,24.155,90.9,3G/2G,Low,9,6/27/2025 1:40
Mithamoin,Kishoreganj,24.425,91.045,3G/2G,Good,9,6/27/2025 1:42
Nikli,Kishoreganj,24.3167,90.9333,3G/2G,Low,5,6/27/2025 1:51
Pakundia,Kishoreganj,24.3333,90.6833,3G/2G,Good,4,6/27/2025 1:55
Tarail,Kishoreganj,24.5375,90.875,3G/2G,Good,4,6/27/2025 1:55
Kalkini,Madaripur,23.0667,90.2417,3G/2G,Good,10,6/27/2025 1:59
Madaripur Sadar,Madaripur,23.1667,90.2083,3G/2G,Moderate,2,6/27/2025 2:18
Rajoir,Madaripur,23.2083,90.0333,3G/2G,Moderate,10,6/27/2025 2:22
Shibchar,Madaripur,23.35,90.1667,3G/2G,Low,7,6/27/2025 2:24
Daulatpur,Manikganj,23.9611,89.8417,3G/2G,Moderate,2,6/27/2025 2:38
Ghior,Manikganj,23.8875,89.8375,3G/2G,Low,0,6/27/2025 2:42
Harirampur,Manikganj,23.7333,89.9667,3G/2G,Low,1,6/27/2025 2:47
Manikganj Sadar,Manikganj,23.85,90.0111,3G/2G,Low,3,6/27/2025 2:50
Saturia,Manikganj,23.5925,90.0231,3G/2G,Moderate,1,6/27/2025 2:56
Shivalaya,Manikganj,23.8333,89.7917,3G/2G,Good,10,6/27/2025 3:00
Singair,Munshiganj,23.8167,90.15,3G/2G,Low,7,6/27/2025 3:02
Gazaria,Munshiganj,23.5417,90.6083,3G/2G,Moderate,1,6/27/2025 3:16
Lauhajong,Munshiganj,23.47,90.35,3G/2G,Good,0,6/27/2025 3:25
Munshiganj Sadar,Munshiganj,23.4583,90.5417,3G/2G,Good,4,6/27/2025 3:29
Sirajdikhan,Munshiganj,23.5667,90.3833,3G/2G,Moderate,8,6/27/2025 3:33
Sreenagar,Munshiganj,23.5361,90.2917,3G/2G,Low,3,6/27/2025 3:39
Tongibari,Munshiganj,23.5,90.4583,3G/2G,Low,9,6/27/2025 3:57
Araihazar,Narayanganj,23.7917,90.65,3G/2G,Moderate,0,6/27/2025 4:10
Bandar,Narayanganj,23.6167,90.525,3G/2G,Good,5,6/27/2025 4:12
Narayanganj Sadar,Narayanganj,23.6,90.5,Wi-Fi,Good,4,6/27/2025 4:20
Rupganj,Narayanganj,23.7931,90.5167,3G/2G,Low,9,6/27/2025 4:29
Sonargaon,Narayanganj,23.6583,90.6083,3G/2G,Good,5,6/27/2025 4:30
Belabo,Narshingdi,24.0917,90.85,Wi-Fi,Good,4,6/27/2025 4:33
Monohardi,Narshingdi,24.1278,90.7,3G/2G,Moderate,4,6/27/2025 4:43
Narshingdi Sadar,Narshingdi,23.9167,90.725,3G/2G,Low,9,6/27/2025 4:47
Palash,Narshingdi,23.95,90.625,3G/2G,Moderate,8,6/27/2025 4:52
Raipura,Narshingdi,23.9667,90.875,Wi-Fi,Low,4,6/27/2025 4:56
Shibpur,Narshingdi,24.375,90.7375,3G/2G,Good,8,6/27/2025 5:14
Baliakandi,Rajbari,23.635,89.55,3G/2G,Moderate,1,6/27/2025 5:26
Goalanda,Rajbari,23.7333,89.7611,3G/2G,Low,9,6/27/2025 5:26
Kalukhali,Rajbari,23.68,89.7,3G/2G,Moderate,3,6/27/2025 5:35
Pangsha,Rajbari,23.7917,89.4167,3G/2G,Low,1,6/27/2025 5:36
Rajbari Sadar,Rajbari,23.755,89.65,3G/2G,Low,5,6/27/2025 5:38
Bhedarganj,Shariatpur,89.65,90.4417,3G/2G,Good,9,6/27/2025 5:48
Damuddya,Shariatpur,23.1333,90.4333,3G/2G,Good,8,6/27/2025 5:48
Goshairhat,Shariatpur,23.07666667,90.43166667,3G/2G,Good,6,6/27/2025 5:52
Janjira,Shariatpur,23.16,90.13,3G/2G,Good,5,6/27/2025 5:54
Naria,Shariatpur,23.3,90.4,3G/2G,Good,10,6/27/2025 5:56
Shariatpur Sadar,Shariatpur,23.20833333,90.35,3G/2G,Moderate,8,6/27/2025 5:59
Basail,Tangail,24.2167,90.05,3G/2G,Moderate,5,6/27/2025 6:19
Bhuapur,Tangail,24.4583,89.8667,3G/2G,Low,6,6/27/2025 6:23
Delduar,Tangail,24.1417,89.9667,3G/2G,Good,2,6/27/2025 6:47
Dhanbari,Tangail,24.680578,89.939184,Wi-Fi,Moderate,3,6/27/2025 6:58
Ghatail,Tangail,24.46666667,89.96666667,3G/2G,Good,6,6/27/2025 7:04
Gopalpur,Tangail,24.5583,89.9167,3G/2G,Low,8,6/27/2025 7:09
Kalihati,Tangail,24.3833,90.0083,Wi-Fi,Low,8,6/27/2025 7:33
Madhupur,Tangail,24.61666667,90.01805556,3G/2G,Moderate,3,6/27/2025 7:36
Mirzapur,Tangail,24.1083,90.0917,3G/2G,Low,10,6/27/2025 7:40
Nagarpur,Tangail,24.05,89.86805556,3G/2G,Low,4,6/27/2025 7:48
Shakhipur,Tangail,24.31666667,90.16805556,3G/2G,Low,4,6/27/2025 7:48
Tangail Sadar,Tangail,24.24925,89.91318,3G/2G,Moderate,8,6/27/2025 7:50
Bagerhat Sadar,Bagerhat,22.66666667,89.8,3G/2G,Moderate,0,6/27/2025 7:56
Chitalmari,Bagerhat,22.78472222,89.86861111,3G/2G,Low,7,6/27/2025 8:21
Fakirhat,Bagerhat,22.76888889,89.70138889,3G/2G,Low,5,6/27/2025 8:27
Kachua,Bagerhat,22.65,89.88333333,3G/2G,Low,4,6/27/2025 8:32
Mollahat,Bagerhat,22.9417,89.7,3G/2G,Good,4,6/27/2025 8:39
Mongla,Bagerhat,22.4833,89.6083,3G/2G,Low,2,6/27/2025 8:52
Morrelganj,Bagerhat,22.45,89.8583,3G/2G,Low,10,6/27/2025 9:01
Rampal,Bagerhat,22.5667,89.6639,3G/2G,Low,8,6/27/2025 9:10
Sharankhola,Bagerhat,22.2917,89.7917,3G/2G,Low,7,6/27/2025 9:10
Alamdanga,Chuadanga,23.7583,88.95,3G/2G,Good,10,6/27/2025 9:13
Chuadanga Sadar,Chuadanga,23.6417,88.8583,3G/2G,Moderate,5,6/27/2025 9:14
Damurhuda,Chuadanga,23.6167,88.7833,3G/2G,Moderate,6,6/27/2025 9:15
Jibannagar,Chuadanga,23.4167,88.8208,3G/2G,Good,4,6/27/2025 9:15
Abhoynagar,Jashore,23.01666667,89.43333333,3G/2G,Good,2,6/27/2025 9:22
Bagherpara,Jashore,23.2167,89.35,3G/2G,Good,6,6/27/2025 9:22
Chowgacha,Jashore,23.2667,89.025,3G/2G,Low,8,6/27/2025 9:24
Jashore Sadar,Jashore,23.1681,89.2042,3G/2G,Moderate,6,6/27/2025 9:24
Jhikargacha,Jashore,23.1,89.1333,3G/2G,Low,6,6/27/2025 9:28
Keshabpur,Jashore,22.9042,89.5667,3G/2G,Low,2,6/27/2025 9:36
Monirampur,Jashore,23.0167,89.2333,3G/2G,Good,1,6/27/2025 9:39
Sarsha,Jashore,23.0744,88.8667,3G/2G,Good,3,6/27/2025 9:42
Harinakunda,Jhenaidah,23.6417,89.05,3G/2G,Low,1,6/27/2025 9:42
Jhenaidah Sadar,Jhenaidah,23.5417,89.1833,3G/2G,Low,4,6/27/2025 9:45
Kaliganj,Jhenaidah,23.4139,89.1333,3G/2G,Low,5,6/27/2025 9:49
Kotchandpur,Jhenaidah,23.4,89.0167,3G/2G,Moderate,1,6/27/2025 9:53
Moheshpur,Jhenaidah,23.35,88.9125,3G/2G,Moderate,5,6/27/2025 9:54
Shailkupa,Jhenaidah,23.6917,89.25,3G/2G,Good,7,6/27/2025 9:57
Batiaghata,Khulna,22.7417,89.5167,3G/2G,Moderate,7,6/27/2025 9:57
Dacope,Khulna,22.5722,89.5111,Wi-Fi,Moderate,3,6/27/2025 10:00
Dighalia,Khulna,22.9083,89.5333,3G/2G,Low,5,6/27/2025 10:04
Dumuria,Khulna,22.8083,89.425,3G/2G,Moderate,1,6/27/2025 10:05
Koira,Khulna,22.3417,89.3,3G/2G,Moderate,3,6/27/2025 10:13
Paikgacha,Khulna,22.5889,89.3361,3G/2G,Low,1,6/27/2025 10:13
Phultala,Khulna,22.975,89.4583,3G/2G,Low,8,6/27/2025 10:13
Rupsa,Khulna,22.8333,89.5833,Wi-Fi,Moderate,4,6/27/2025 10:15
Terokhada,Khulna,22.9417,89.6694,3G/2G,Moderate,2,6/27/2025 10:15
Bheramara,Kushtia,24.0167,88.9917,3G/2G,Low,3,6/27/2025 10:16
Daulatpur,Kushtia,24.0014,88.875,3G/2G,Low,5,6/27/2025 10:26
Khoksha,Kushtia,23.8,89.2833,3G/2G,Low,8,6/27/2025 11:01
Kumarkhali,Kushtia,23.8564724,89.114823,3G/2G,Low,1,6/27/2025 11:02
Kushtia Sadar,Kushtia,23.9,89.1333,3G/2G,Low,8,6/27/2025 11:03
Mirpur,Kushtia,23.9333,89,3G/2G,Moderate,3,6/27/2025 11:07
Magura Sadar,Magura,23.4875,89.4208,3G/2G,Moderate,9,6/27/2025 11:09
Mohammadpur,Magura,23.4,89.56,3G/2G,Good,6,6/27/2025 11:37
Salikha,Magura,23.34,89.36,3G/2G,Low,9,6/27/2025 11:37
Sreepur,Magura,23.6,89.3875,3G/2G,Moderate,10,6/27/2025 11:43
Gangni,Meherpur,23.81666667,88.755,3G/2G,Low,1,6/27/2025 11:51
Meherpur Sadar,Meherpur,23.775,88.6417,3G/2G,Good,9,6/27/2025 11:55
Mujibnagar,Meherpur,23.65003,88.59804,Wi-Fi,Good,8,6/27/2025 12:00
Kalia,Narail,23.0333,89.6167,3G/2G,Moderate,6,6/27/2025 12:03
Lohagara,Narail,23.1833,89.6625,Wi-Fi,Good,0,6/27/2025 12:09
Narail Sadar,Narail,23.175,89.505,3G/2G,Moderate,10,6/27/2025 12:12
Assasuni,Satkhira,22.55,89.1681,3G/2G,Low,0,6/27/2025 12:25
Debhata,Satkhira,22.5667,88.9667,3G/2G,Moderate,9,6/27/2025 12:28
Kalaroa,Satkhira,22.59,89.01,3G/2G,Good,0,6/27/2025 12:33
Kaliganj,Satkhira,22.45,89.0417,Wi-Fi,Moderate,6,6/27/2025 12:51
Satkhira Sadar,Satkhira,22.7167,89.075,3G/2G,Low,4,6/27/2025 13:09
Shyamnagar,Satkhira,22.3306,89.1028,Wi-Fi,Good,8,6/27/2025 13:17
Tala,Satkhira,22.75,89.25,3G/2G,Low,6,6/27/2025 13:26
Bakshiganj,Jamalpur,25.225,89.875,3G/2G,Good,7,6/27/2025 13:44
Dewanganj,Jamalpur,25.1417,89.7833,3G/2G,Moderate,0,6/27/2025 13:47
Islampur,Jamalpur,25.0833,89.7917,3G/2G,Moderate,3,6/27/2025 13:47
Jamalpur Sadar,Jamalpur,24.9167,89.9583,3G/2G,Moderate,3,6/27/2025 13:56
Madarganj,Jamalpur,24.8917,89.75,3G/2G,Good,1,6/27/2025 14:05
Melendah,Jamalpur,24.9667,89.8333,3G/2G,Low,5,6/27/2025 14:09
Sarishabari,Jamalpur,24.7417,89.8333,Wi-Fi,Low,8,6/27/2025 14:09
Bhaluka,Mymensingh,24.375,90.37833333,3G/2G,Moderate,10,6/27/2025 14:13
Dhobaura,Mymensingh,25.0917,90.5333,3G/2G,Moderate,1,6/27/2025 14:14
Fulbaria,Mymensingh,24.6333,90.2667,3G/2G,Moderate,1,6/27/2025 14:15
Gaffargaon,Mymensingh,24.4167,90.55,3G/2G,Moderate,5,6/27/2025 14:27
Gouripur,Mymensingh,24.75833333,90.575,3G/2G,Low,1,6/27/2025 14:32
Haluaghat,Mymensingh,25.125,90.35,3G/2G,Low,5,6/27/2025 14:36
Ishwarganj,Mymensingh,24.6833,90.625,3G/2G,Low,5,6/27/2025 14:39
Muktagacha,Mymensingh,24.7583,90.2667,3G/2G,Moderate,7,6/27/2025 14:42
Mymensingh Sadar,Mymensingh,24.75,90.4167,3G/2G,Low,4,6/27/2025 14:57
Nandail,Mymensingh,24.5667,90.6833,3G/2G,Low,8,6/27/2025 15:05
Phulpur,Mymensingh,24.95,90.36166667,3G/2G,Low,4,6/27/2025 15:06
Tarakanda,Mymensingh,24.85,90.43333333,3G/2G,Low,6,6/27/2025 15:10
Trishal,Mymensingh,24.575,90.39166667,3G/2G,Good,7,6/27/2025 15:16
Atpara,Netrakona,24.8083,90.8667,3G/2G,Moderate,4,6/27/2025 15:19
Barhatta,Netrakona,24.9,90.875,Wi-Fi,Low,9,6/27/2025 15:22
Durgapur,Netrakona,25.125,90.6875,3G/2G,Low,10,6/27/2025 15:50
Kalmakanda,Netrakona,25.0833,90.8917,3G/2G,Low,10,6/27/2025 15:54
Kendua,Netrakona,24.65,90.8417,3G/2G,Good,0,6/27/2025 15:57
Khaliajuri,Netrakona,24.7,91.125,Wi-Fi,Low,5,6/27/2025 15:59
Madan,Netrakona,24.7167,90.9667,3G/2G,Good,8,6/27/2025 16:01
Mohanganj,Netrakona,24.8667,90.9667,3G/2G,Low,8,6/27/2025 16:01
Netrakona Sadar,Netrakona,24.875,90.7333,3G/2G,Moderate,4,6/27/2025 16:02
Purbadhala,Netrakona,24.9333,90.6028,3G/2G,Moderate,3,6/27/2025 16:05
Jhenaigati,Sherpur,25.1833,90.0667,Wi-Fi,Low,7,6/27/2025 16:05
Nakla,Sherpur,24.98333333,90.18333333,3G/2G,Low,0,6/27/2025 16:33
Nalitabari,Sherpur,25.08333333,90.18527778,3G/2G,Low,2,6/27/2025 16:34
Sherpur Sadar,Sherpur,25,90.0167,Wi-Fi,Good,7,6/27/2025 16:43
Sreebordi,Sherpur,25.18,89.95,3G/2G,Good,7,6/27/2025 16:47
Adamdighi,Bogura,24.81666667,89,3G/2G,Moderate,8,6/27/2025 16:55
Bogura Sadar,Bogura,24.8417,89.375,3G/2G,Moderate,5,6/27/2025 17:02
Dhunot,Bogura,24.6833,89.5375,3G/2G,Low,5,6/27/2025 17:10
Dhupchancia,Bogura,24.875,89.17,3G/2G,Moderate,4,6/27/2025 17:12
Gabtali,Bogura,24.875,89.45,3G/2G,Low,0,6/27/2025 17:15
Kahaloo,Bogura,24.8167,89.2667,3G/2G,Good,5,6/27/2025 17:15
Nandigram,Bogura,24.6611,89.2333,3G/2G,Good,2,6/27/2025 17:21
Sariakandi,Bogura,24.8833,89.5667,3G/2G,Moderate,7,6/27/2025 17:22
Shajahanpur,Bogura,24.7604,89.3606,3G/2G,Good,7,6/27/2025 17:26
Sherpur,Bogura,24.66666667,89.41666667,3G/2G,Low,0,6/27/2025 17:30
Shibganj,Bogura,25.0167,89.3167,3G/2G,Low,6,6/27/2025 17:36
Sonatala,Bogura,25.0333,89.4917,3G/2G,Good,0,6/27/2025 17:37
Bholahat,Chapainawabganj,24.89,88.22,3G/2G,Low,5,6/27/2025 17:46
Gomostapur,Chapainawabganj,24.86,88.37,3G/2G,Low,9,6/27/2025 18:03
Nachol,Chapainawabganj,24.73,88.42,3G/2G,Moderate,4,6/27/2025 18:06
Nawabganj Sadar,Chapainawabganj,24.6,88.2667,3G/2G,Good,9,6/27/2025 18:10
Shibganj,Chapainawabganj,24.6833,88.1667,3G/2G,Low,9,6/27/2025 18:11
Akkelpur,Joypurhat,24.975,89.02,3G/2G,Low,9,6/27/2025 18:25
Joypurhat Sadar,Joypurhat,25.1,89.03333333,3G/2G,Moderate,5,6/27/2025 18:28
Kalai,Joypurhat,25.0583,89.1833,3G/2G,Moderate,2,6/27/2025 18:29
Khetlal,Joypurhat,25.025,89.13333333,3G/2G,Good,7,6/27/2025 18:38
Panchbibi,Joypurhat,25.195,89.02,3G/2G,Moderate,6,6/27/2025 18:40
Atrai,Naogaon,24.61333333,88.97,3G/2G,Low,8,6/27/2025 18:48
Badalgachi,Naogaon,24.96666667,88.9,3G/2G,Good,6,6/27/2025 18:58
Dhamoirhat,Naogaon,25.14,88.85,3G/2G,Low,8,6/27/2025 18:59
Manda,Naogaon,24.775,88.67,3G/2G,Low,7,6/27/2025 19:01
Mohadevpur,Naogaon,24.9183,88.7483,3G/2G,Good,7,6/27/2025 19:01
Naogaon Sadar,Naogaon,24.805,88.95,3G/2G,Moderate,0,6/27/2025 19:01
Niamatpur,Naogaon,24.83,88.55,3G/2G,Good,8,6/27/2025 19:05
Patnitala,Naogaon,25.05,88.7333,3G/2G,Good,9,6/27/2025 19:11
Porsha,Naogaon,25.025,88.4833,3G/2G,Low,5,6/27/2025 19:21
Raninagar,Naogaon,24.7333,88.975,Wi-Fi,Moderate,7,6/27/2025 19:29
Sapahar,Naogaon,25.125,88.58166667,3G/2G,Good,8,6/27/2025 19:40
Bagatipara,Natore,24.33,88.945,3G/2G,Moderate,1,6/27/2025 19:42
Baraigram,Natore,24.3083,89.1708,3G/2G,Moderate,4,6/27/2025 19:42
Gurudaspur,Natore,24.3667,89.25,3G/2G,Moderate,0,6/27/2025 19:44
Lalpur,Natore,24.1833,88.975,3G/2G,Low,10,6/27/2025 19:47
Naldanga,Natore,24.4969,88.9605,3G/2G,Good,10,6/27/2025 19:48
Natore Sadar,Natore,24.4139,88.93,3G/2G,Low,9,6/27/2025 19:49
Singra,Natore,24.5,89.13333333,3G/2G,Low,0,6/27/2025 19:52
Atghoria,Pabna,24.1333,89.25,3G/2G,Moderate,6,6/27/2025 20:07
Bera,Pabna,24.0667,89.625,3G/2G,Moderate,5,6/27/2025 20:11
Bhangura,Pabna,24.225,89.4,3G/2G,Low,8,6/27/2025 20:15
Chatmohar,Pabna,24.23,89.3,3G/2G,Moderate,10,6/27/2025 20:16
Faridpur,Pabna,24.1583,89.4528,3G/2G,Low,7,6/27/2025 20:34
Ishwardi,Pabna,24.15,89.0667,3G/2G,Low,3,6/27/2025 20:36
Pabna Sadar,Pabna,24.005,89.25,3G/2G,Low,8,6/27/2025 20:38
Santhia,Pabna,24.0583,89.5333,3G/2G,Low,1,6/27/2025 20:39
Sujanagar,Pabna,23.9167,89.4333,3G/2G,Moderate,3,6/27/2025 21:05
Bagha,Rajshahi,24.1917,88.8333,3G/2G,Moderate,1,6/27/2025 21:07
Bagmara,Rajshahi,24.5639,88.8083,3G/2G,Moderate,2,6/27/2025 21:19
Charghat,Rajshahi,24.2833,88.775,3G/2G,Moderate,10,6/27/2025 21:27
Durgapur,Rajshahi,24.4556,88.7667,Wi-Fi,Moderate,10,6/27/2025 21:37
Godagari,Rajshahi,24.4667,88.3306,Wi-Fi,Low,6,6/27/2025 21:37
Mohanpur,Rajshahi,24.5639,88.65,3G/2G,Moderate,10,6/27/2025 21:49
Paba,Rajshahi,24.4417,88.6278,3G/2G,Good,5,6/27/2025 22:08
Puthia,Rajshahi,24.375,88.85,3G/2G,Good,8,6/27/2025 22:13
Tanore,Rajshahi,24.6028,88.5806,3G/2G,Moderate,2,6/27/2025 22:30
Belkuchi,Sirajganj,24.2917,89.7,3G/2G,Low,9,6/27/2025 22:31
Chowhali,Sirajganj,24.2111,89.7208,3G/2G,Low,8,6/27/2025 22:34
Kamarkhanda,Sirajganj,24.38,89.65,3G/2G,Moderate,2,6/27/2025 22:51
Kazipur,Sirajganj,24.6417,89.65,3G/2G,Good,0,6/27/2025 22:53
Raiganj,Sirajganj,24.5014,89.5347,3G/2G,Moderate,9,6/27/2025 22:54
Shahzadpur,Sirajganj,24.17,89.58833333,3G/2G,Moderate,9,6/27/2025 23:08
Sirajganj Sadar,Sirajganj,24.45833,89.7,3G/2G,Low,3,6/27/2025 23:14
Tarash,Sirajganj,24.4333,89.375,3G/2G,Low,0,6/27/2025 23:17
Ullapara,Sirajganj,24.3194,89.5667,3G/2G,Good,10,6/27/2025 23:24
Birampur,Dinajpur,25.3783,88.9833,3G/2G,Good,1,6/27/2025 23:30
Birganj,Dinajpur,26,88.5833,3G/2G,Low,7,6/27/2025 23:37
Birol,Dinajpur,25.6333,88.5333,Wi-Fi,Moderate,1,6/27/2025 23:42
Bochaganj,Dinajpur,25.8,88.4611,Wi-Fi,Low,7,6/28/2025 0:04
Chirirbandar,Dinajpur,25.6625,88.7833,3G/2G,Low,4,6/28/2025 0:05
Dinajpur Sadar,Dinajpur,25.6333,88.65,3G/2G,Low,10,6/28/2025 0:11
Fulbari,Dinajpur,25.51666667,88.88333333,3G/2G,Low,8,6/28/2025 0:19
Ghoraghat,Dinajpur,25.2458,89.2167,3G/2G,Good,1,6/28/2025 0:22
Hakimpur,Dinajpur,25.2833,89.0167,3G/2G,Good,1,6/28/2025 0:23
Kaharol,Dinajpur,25.7917,88.6,3G/2G,Moderate,1,6/28/2025 0:39
Khanshama,Dinajpur,25.9278,88.7333,3G/2G,Moderate,0,6/28/2025 0:44
Nawabganj,Dinajpur,25.4167,89.0833,3G/2G,Low,7,6/28/2025 0:47
Parbatipur,Dinajpur,25.6533,88.9155,3G/2G,Good,5,6/28/2025 0:48
Fulchari,Gaibandha,25.1917,89.6167,3G/2G,Good,4,6/28/2025 0:49
Gaibandha Sadar,Gaibandha,25.325,89.6278,3G/2G,Low,2,6/28/2025 0:52
Gobindaganj,Gaibandha,25.1333,89.3917,3G/2G,Moderate,8,6/28/2025 0:57
Palashbari,Gaibandha,25.2833,89.35,3G/2G,Low,1,6/28/2025 1:04
Sadullapur,Gaibandha,25.3833,89.4667,3G/2G,Good,0,6/28/2025 1:12
Saghata,Gaibandha,25.1056,89.5861,3G/2G,Moderate,7,6/28/2025 1:17
Sundarganj,Gaibandha,25.56436222,89.51909,3G/2G,Moderate,0,6/28/2025 1:24
Bhurungamari,Kurigram,26.125,89.6833,3G/2G,Moderate,4,6/28/2025 1:29
Chilmari,Kurigram,25.5667,89.6917,3G/2G,Low,9,6/28/2025 1:31
Fulbari,Kurigram,25.95,89.56666667,3G/2G,Moderate,3,6/28/2025 1:37
Kurigram Sadar,Kurigram,25.8167,89.65,3G/2G,Low,9,6/28/2025 2:06
Nageswari,Kurigram,25.96,89.74,3G/2G,Moderate,1,6/28/2025 2:06
Rajarhat,Kurigram,25.8,89.55,3G/2G,Good,8,6/28/2025 2:14
Char Rajibpur,Kurigram,25.4,89.6917,3G/2G,Low,5,6/28/2025 2:18
Rowmari,Kurigram,25.5625,89.85,3G/2G,Moderate,6,6/28/2025 2:20
Ulipur,Kurigram,25.6639,89.6333,3G/2G,Good,2,6/28/2025 2:51
Aditmari,Lalmonirhat,25.925,89.35,3G/2G,Low,0,6/28/2025 2:53
Hatibandha,Lalmonirhat,26.1125,89.1333,3G/2G,Moderate,9,6/28/2025 2:56
Kaliganj,Lalmonirhat,25.9676,89.2068,3G/2G,Moderate,2,6/28/2025 2:56
Lalmonirhat Sadar,Lalmonirhat,25.915,89.45,3G/2G,Low,5,6/28/2025 2:59
Patgram,Lalmonirhat,26.35,89.01666667,Wi-Fi,Low,2,6/28/2025 3:07
Dimla,Nilphamari,26.16,89,3G/2G,Good,10,6/28/2025 3:07
Domar,Nilphamari,26.1,88.8361,3G/2G,Good,8,6/28/2025 3:17
Jaldhaka,Nilphamari,26.03,88.99,3G/2G,Low,2,6/28/2025 3:18
Kishoreganj,Nilphamari,25.9111,89.025,3G/2G,Good,4,6/28/2025 3:20
Nilphamari Sadar,Nilphamari,25.9417,88.8444,3G/2G,Low,5,6/28/2025 3:39
Sayedpur,Nilphamari,25.7778,88.8917,3G/2G,Moderate,9,6/28/2025 3:42
Atwari,Panchagarh,26.3083,88.4583,Wi-Fi,Moderate,1,6/28/2025 3:49
Boda,Panchagarh,26.2083,88.5597,3G/2G,Low,7,6/28/2025 3:53
Debiganj,Panchagarh,26.1185,88.7592,3G/2G,Low,1,6/28/2025 3:56
Panchagarh Sadar,Panchagarh,26.3347,88.5583,Wi-Fi,Low,6,6/28/2025 4:00
Tetulia,Panchagarh,26.48333333,88.35,Wi-Fi,Moderate,5,6/28/2025 4:12
Badarganj,Rangpur,25.66666667,89.05,3G/2G,Low,9,6/28/2025 4:15
Gangachara,Rangpur,25.85,89.2167,3G/2G,Moderate,1,6/28/2025 4:15
Kaunia,Rangpur,25.7708,89.4167,3G/2G,Low,2,6/28/2025 4:18
Mithapukur,Rangpur,25.5417,89.2833,3G/2G,Good,7,6/28/2025 4:19
Pirgacha,Rangpur,25.58,89.4,3G/2G,Good,4,6/28/2025 4:24
Pirganj,Rangpur,25.4153,89.3167,Wi-Fi,Moderate,7,6/28/2025 4:39
Rangpur Sadar,Rangpur,25.75014,89.23333,Wi-Fi,Moderate,5,6/28/2025 4:42
Taraganj,Rangpur,25.79,89.04,3G/2G,Low,7,6/28/2025 4:42
Baliadangi,Thakurgaon,26.1,88.275,3G/2G,Good,2,6/28/2025 4:44
Haripur,Thakurgaon,25.8083,88.1417,3G/2G,Moderate,6,6/28/2025 4:50
Pirganj,Thakurgaon,25.8542,88.3667,3G/2G,Moderate,10,6/28/2025 4:50
Ranisankail,Thakurgaon,25.88833333,88.25166667,3G/2G,Low,2,6/28/2025 4:51
Thakurgaon Sadar,Thakurgaon,26.0208,88.4667,3G/2G,Moderate,0,6/28/2025 4:54
Ajmiriganj,Habiganj,24.5472,91.25,3G/2G,Low,0,6/28/2025 5:00
Bahubal,Habiganj,24.3556,91.5417,3G/2G,Good,5,6/28/2025 5:07
Baniachong,Habiganj,24.5417,91.3333,3G/2G,Low,7,6/28/2025 5:10
Chunarughat,Habiganj,24.2,91.51666667,3G/2G,Low,9,6/28/2025 5:11
Habiganj Sadar,Habiganj,24.375,91.4167,3G/2G,Low,6,6/28/2025 5:18
Lakhai,Habiganj,24.2889,91.2167,3G/2G,Good,9,6/28/2025 5:24
Madhabpur,Habiganj,24.1028,91.2917,3G/2G,Low,3,6/28/2025 5:25
Nabiganj,Habiganj,24.56666667,91.515,3G/2G,Good,8,6/28/2025 5:34
Sayestaganj,Habiganj,24.2733003,91.4463813,Wi-Fi,Good,4,6/28/2025 5:34
Barlekha,Moulvibazar,24.7083,92.2,Wi-Fi,Low,1,6/28/2025 5:55
